ID,first_party_winner
TEST_0192,0.6543769
TEST_0193,0.6543769
TEST_0194,0.6543769
TEST_0195,0.6543769
TEST_0196,0.6543769
TEST_0197,0.6543769
TEST_0198,0.6543769
TEST_0199,0.6543769
TEST_0200,0.6543769
TEST_0201,0.6543769
TEST_0202,0.6543769
TEST_0203,0.6543769
TEST_0204,0.6543769
TEST_0205,0.6543769
TEST_0206,0.6543769
TEST_0207,0.6543769
TEST_0208,0.6543769
TEST_0209,0.6543769
TEST_0210,0.6543769
TEST_0211,0.6543769
TEST_0212,0.6543769
TEST_0213,0.6543769
TEST_0214,0.6543769
TEST_0215,0.6543769
TEST_0216,0.65338635
TEST_0217,0.6543769
TEST_0218,0.6543769
TEST_0219,0.6543769
TEST_0220,0.6543769
TEST_0221,0.6543769
TEST_0222,0.6543769
TEST_0223,0.6543769
TEST_0224,0.6543769
TEST_0225,0.6543769
TEST_0226,0.6543769
TEST_0227,0.6543769
TEST_0228,0.6543769
TEST_0229,0.6543769
TEST_0230,0.6543769
TEST_0231,0.6543769
TEST_0232,0.6543769
TEST_0233,0.6543769
TEST_0234,0.6543769
TEST_0235,0.6543769
TEST_0236,0.6543769
TEST_0237,0.6543769
TEST_0238,0.6543769
TEST_0239,0.6543769
TEST_0240,0.6543769
TEST_0241,0.6543769
TEST_0242,0.6543769
TEST_0243,0.6543769
TEST_0244,0.6543769
TEST_0245,0.6543769
TEST_0246,0.6543769
TEST_0247,0.6543769
TEST_0248,0.65427953
TEST_0249,0.6543769
TEST_0250,0.6543769
TEST_0251,0.6543769
TEST_0252,0.6543769
TEST_0253,0.6543769
TEST_0254,0.6543769
TEST_0255,0.6543769
TEST_0256,0.6543769
TEST_0257,0.6543769
TEST_0258,0.6543769
TEST_0259,0.6543769
TEST_0260,0.6543769
TEST_0261,0.6543769
TEST_0262,0.6543769
TEST_0263,0.6543769
TEST_0264,0.6543769
TEST_0265,0.6543769
TEST_0266,0.6543769
TEST_0267,0.6543769
TEST_0268,0.6543769
TEST_0269,0.6543769
TEST_0270,0.6543769
TEST_0271,0.6543769
TEST_0272,0.6543769
TEST_0273,0.6543769
TEST_0274,0.6543769
TEST_0275,0.6543769
TEST_0276,0.6543769
TEST_0277,0.6543769
TEST_0278,0.6543769
TEST_0279,0.6543769
TEST_0280,0.6543769
TEST_0281,0.6543769
TEST_0282,0.6543769
TEST_0283,0.6543769
TEST_0284,0.6543769
TEST_0285,0.6543769
TEST_0286,0.6543769
TEST_0287,0.6543769
TEST_0288,0.6543769
TEST_0289,0.6543769
TEST_0290,0.6543769
TEST_0291,0.6543769
TEST_0292,0.6543769
TEST_0293,0.6543769
TEST_0294,0.6543769
TEST_0295,0.6543769
TEST_0296,0.6543769
TEST_0297,0.6543769
TEST_0298,0.6543769
TEST_0299,0.6543769
TEST_0300,0.6543769
TEST_0301,0.6543769
TEST_0302,0.6543769
TEST_0303,0.6543769
TEST_0304,0.6543769
TEST_0305,0.6543769
TEST_0306,0.6543769
TEST_0307,0.6543769
TEST_0308,0.6543769
TEST_0309,0.6543769
TEST_0310,0.6543769
TEST_0311,0.6543769
TEST_0312,0.6543769
TEST_0313,0.6543769
TEST_0314,0.6543769
TEST_0315,0.6543769
TEST_0316,0.6543769
TEST_0317,0.6543769
TEST_0318,0.6543769
TEST_0319,0.6543769
TEST_0320,0.6543769
TEST_0321,0.6543769
TEST_0322,0.6543769
TEST_0323,0.6543769
TEST_0324,0.6543769
TEST_0325,0.6543769
TEST_0326,0.6543769
TEST_0327,0.6543769
TEST_0328,0.6543769
TEST_0329,0.6543769
TEST_0330,0.6543769
TEST_0331,0.6543769
TEST_0332,0.6543769
TEST_0333,0.6543769
TEST_0334,0.6543769
TEST_0335,0.6543769
TEST_0336,0.6543769
TEST_0337,0.6514294
TEST_0338,0.6543769
TEST_0339,0.6543769
TEST_0340,0.6543769
TEST_0341,0.6543769
TEST_0342,0.6543769
TEST_0343,0.6543769
TEST_0344,0.6543769
TEST_0345,0.6543769
TEST_0346,0.6543769
TEST_0347,0.6543769
TEST_0348,0.6543769
TEST_0349,0.6543769
TEST_0350,0.6543769
TEST_0351,0.6543769
TEST_0352,0.6543769
TEST_0353,0.6543769
TEST_0354,0.6543769
TEST_0355,0.6543769
TEST_0356,0.6543769
TEST_0357,0.6543769
TEST_0358,0.6543769
TEST_0359,0.6543769
TEST_0360,0.6543769
TEST_0361,0.6543769
TEST_0362,0.6543769
TEST_0363,0.6543769
TEST_0364,0.6543769
TEST_0365,0.6543769
TEST_0366,0.6543769
TEST_0367,0.6543769
TEST_0368,0.6543769
TEST_0369,0.6543769
TEST_0370,0.6543769
TEST_0371,0.6543769
TEST_0372,0.6543769
TEST_0373,0.6543769
TEST_0374,0.6543769
TEST_0375,0.6543769
TEST_0376,0.6543769
TEST_0377,0.6533358
TEST_0378,0.6543769
TEST_0379,0.6543769
TEST_0380,0.6543769
TEST_0381,0.6543769
TEST_0382,0.6543769
TEST_0383,0.6543769
TEST_0384,0.6543769
TEST_0385,0.6543769
TEST_0386,0.6543769
TEST_0387,0.6543769
TEST_0388,0.6543769
TEST_0389,0.6543769
TEST_0390,0.6543769
TEST_0391,0.6543769
TEST_0392,0.6543769
TEST_0393,0.6543769
TEST_0394,0.6543769
TEST_0395,0.6543769
TEST_0396,0.6543769
TEST_0397,0.6543769
TEST_0398,0.6543769
TEST_0399,0.6543769
TEST_0400,0.6543769
TEST_0401,0.6543769
TEST_0402,0.6543769
TEST_0403,0.6543769
TEST_0404,0.6543769
TEST_0405,0.6543769
TEST_0406,0.6543769
TEST_0407,0.6543769
TEST_0408,0.6543768
TEST_0409,0.6543769
TEST_0410,0.6543769
TEST_0411,0.6543769
TEST_0412,0.6543769
TEST_0413,0.6543768
TEST_0414,0.6543769
TEST_0415,0.6543769
TEST_0416,0.6543769
TEST_0417,0.6543769
TEST_0418,0.6543769
TEST_0419,0.65431404
TEST_0420,0.6543769
TEST_0421,0.6543769
TEST_0422,0.6543769
TEST_0423,0.6543769
TEST_0424,0.6543769
TEST_0425,0.6543769
TEST_0426,0.6543769
TEST_0427,0.6543769
TEST_0428,0.6543769
TEST_0429,0.6543769
TEST_0430,0.6543769
TEST_0431,0.6543769
TEST_0432,0.6543769
TEST_0433,0.6543769
TEST_0434,0.6543769
TEST_0435,0.6543769
TEST_0436,0.6543769
TEST_0437,0.6543769
TEST_0438,0.6543769
TEST_0439,0.6543769
TEST_0440,0.6543769
TEST_0441,0.6533358
TEST_0442,0.6543769
TEST_0443,0.6543769
TEST_0444,0.6543769
TEST_0445,0.6543769
TEST_0446,0.6543769
TEST_0447,0.6543769
TEST_0448,0.6543769
TEST_0449,0.6543769
TEST_0450,0.6543769
TEST_0451,0.6543769
TEST_0452,0.6543769
TEST_0453,0.6543769
TEST_0454,0.6543769
TEST_0455,0.6543769
TEST_0456,0.6543769
TEST_0457,0.6543769
TEST_0458,0.6543769
TEST_0459,0.6543769
TEST_0460,0.6543769
TEST_0461,0.6543769
TEST_0462,0.6543769
TEST_0463,0.6543769
TEST_0464,0.6543769
TEST_0465,0.6543769
TEST_0466,0.6543769
TEST_0467,0.6543769
TEST_0468,0.6543769
TEST_0469,0.6543769
TEST_0470,0.6543769
TEST_0471,0.6543769
TEST_0472,0.6543769
TEST_0473,0.6543769
TEST_0474,0.654377
TEST_0475,0.6543769
TEST_0476,0.6543769
TEST_0477,0.6543769
TEST_0478,0.6543769
TEST_0479,0.6543769
TEST_0480,0.6543769
TEST_0481,0.6543769
TEST_0482,0.6543769
TEST_0483,0.6543769
TEST_0484,0.6543769
TEST_0485,0.6543769
TEST_0486,0.6543769
TEST_0487,0.6543769
TEST_0488,0.6543768
TEST_0489,0.6543769
TEST_0490,0.6543769
TEST_0491,0.6543769
TEST_0492,0.6543769
TEST_0493,0.6543769
TEST_0494,0.6543769
TEST_0495,0.6543769
TEST_0496,0.6543769
TEST_0497,0.6543769
TEST_0498,0.6543769
TEST_0499,0.65280557
TEST_0500,0.6543769
TEST_0501,0.6543769
TEST_0502,0.6543769
TEST_0503,0.6543769
TEST_0504,0.6543769
TEST_0505,0.6543769
TEST_0506,0.6543769
TEST_0507,0.6494563
TEST_0508,0.6543769
TEST_0509,0.6543769
TEST_0510,0.6543769
TEST_0511,0.6543769
TEST_0512,0.6543769
TEST_0513,0.6543769
TEST_0514,0.6543769
TEST_0515,0.6543769
TEST_0516,0.6543769
TEST_0517,0.6543769
TEST_0518,0.6543769
TEST_0519,0.6543769
TEST_0520,0.6543769
TEST_0521,0.6543769
TEST_0522,0.6543769
TEST_0523,0.6543769
TEST_0524,0.6543769
TEST_0525,0.6543769
TEST_0526,0.6543769
TEST_0527,0.6543769
TEST_0528,0.6543769
TEST_0529,0.6543769
TEST_0530,0.6543769
TEST_0531,0.6543769
TEST_0532,0.6543769
TEST_0533,0.6543769
TEST_0534,0.6543769
TEST_0535,0.6543769
TEST_0536,0.6543769
TEST_0537,0.6543769
TEST_0538,0.6543769
TEST_0539,0.6543769
TEST_0540,0.6543769
TEST_0541,0.6543769
TEST_0542,0.6543769
TEST_0543,0.6543769
TEST_0544,0.6543769
TEST_0545,0.6543769
TEST_0546,0.6543769
TEST_0547,0.6543769
TEST_0548,0.6543769
TEST_0549,0.6543769
TEST_0550,0.6543769
TEST_0551,0.6543769
TEST_0552,0.6543769
TEST_0553,0.6543769
TEST_0554,0.6543769
TEST_0555,0.6543769
TEST_0556,0.6543769
TEST_0557,0.6543769
TEST_0558,0.6543769
TEST_0559,0.6543769
TEST_0560,0.6543769
TEST_0561,0.6543769
TEST_0562,0.6543769
TEST_0563,0.6543769
TEST_0564,0.6543769
TEST_0565,0.6543769
TEST_0566,0.6543769
TEST_0567,0.6543769
TEST_0568,0.6543769
TEST_0569,0.6543769
TEST_0570,0.6543769
TEST_0571,0.6543769
TEST_0572,0.6543769
TEST_0573,0.6543769
TEST_0574,0.6543769
TEST_0575,0.6543769
TEST_0576,0.6543769
TEST_0577,0.6543769
TEST_0578,0.6543769
TEST_0579,0.6543769
TEST_0580,0.6543769
TEST_0581,0.6543769
TEST_0582,0.6543769
TEST_0583,0.6543769
TEST_0584,0.6543769
TEST_0585,0.6543769
TEST_0586,0.6543769
TEST_0587,0.6543769
TEST_0588,0.6543769
TEST_0589,0.6543769
TEST_0590,0.654377
TEST_0591,0.6543769
TEST_0592,0.6543769
TEST_0593,0.6543769
TEST_0594,0.6543769
TEST_0595,0.6543769
TEST_0596,0.6543769
TEST_0597,0.6543769
TEST_0598,0.6543769
TEST_0599,0.6543769
TEST_0600,0.6543769
TEST_0601,0.6543769
TEST_0602,0.6543769
TEST_0603,0.6543769
TEST_0604,0.6543769
TEST_0605,0.6543769
TEST_0606,0.6543769
TEST_0607,0.6543769
TEST_0608,0.6543769
TEST_0609,0.6543769
TEST_0610,0.6543769
TEST_0611,0.6543769
TEST_0612,0.6543769
TEST_0613,0.6543769
TEST_0614,0.6543769
TEST_0615,0.6543769
TEST_0616,0.6543769
TEST_0617,0.6543769
TEST_0618,0.6543769
TEST_0619,0.6543769
TEST_0620,0.6543769
TEST_0621,0.6543769
TEST_0622,0.6543769
TEST_0623,0.6543769
TEST_0624,0.6543769
TEST_0625,0.6543769
TEST_0626,0.6543769
TEST_0627,0.6543769
TEST_0628,0.6543769
TEST_0629,0.6543769
TEST_0630,0.6543769
TEST_0631,0.6543769
TEST_0632,0.6543769
TEST_0633,0.6543769
TEST_0634,0.6543769
TEST_0635,0.6543769
TEST_0636,0.6543769
TEST_0637,0.6543769
TEST_0638,0.6543769
TEST_0639,0.6543769
TEST_0640,0.6543769
TEST_0641,0.6543769
TEST_0642,0.6543769
TEST_0643,0.6543769
TEST_0644,0.6543769
TEST_0645,0.6543769
TEST_0646,0.6543769
TEST_0647,0.6543769
TEST_0648,0.6543769
TEST_0649,0.6543769
TEST_0650,0.6543769
TEST_0651,0.6543769
TEST_0652,0.6543769
TEST_0653,0.6543769
TEST_0654,0.6543769
TEST_0655,0.6543769
TEST_0656,0.6543769
TEST_0657,0.6543769
TEST_0658,0.6543769
TEST_0659,0.6543769
TEST_0660,0.6543769
TEST_0661,0.6543769
TEST_0662,0.6543769
TEST_0663,0.6543769
TEST_0664,0.6543769
TEST_0665,0.6543769
TEST_0666,0.6543769
TEST_0667,0.6543769
TEST_0668,0.6543769
TEST_0669,0.6543769
TEST_0670,0.6543769
TEST_0671,0.6543769
TEST_0672,0.6543769
TEST_0673,0.6543769
TEST_0674,0.6543769
TEST_0675,0.6543769
TEST_0676,0.6543769
TEST_0677,0.6543769
TEST_0678,0.6543769
TEST_0679,0.6543769
TEST_0680,0.6543769
TEST_0681,0.6543769
TEST_0682,0.6543769
TEST_0683,0.6543769
TEST_0684,0.6543769
TEST_0685,0.6543769
TEST_0686,0.6494563
TEST_0687,0.6543769
TEST_0688,0.6543769
TEST_0689,0.6543769
TEST_0690,0.6543769
TEST_0691,0.6543769
TEST_0692,0.6543769
TEST_0693,0.6543769
TEST_0694,0.6543769
TEST_0695,0.6543769
TEST_0696,0.6543769
TEST_0697,0.6543769
TEST_0698,0.6543769
TEST_0699,0.6543769
TEST_0700,0.6543769
TEST_0701,0.6543769
TEST_0702,0.6543769
TEST_0703,0.6543769
TEST_0704,0.6543769
TEST_0705,0.6543769
TEST_0706,0.6543769
TEST_0707,0.6543769
TEST_0708,0.6543769
TEST_0709,0.6543769
TEST_0710,0.6543769
TEST_0711,0.6543769
TEST_0712,0.6543769
TEST_0713,0.6543769
TEST_0714,0.6543769
TEST_0715,0.6543769
TEST_0716,0.6543769
TEST_0717,0.6543769
TEST_0718,0.6543769
TEST_0719,0.6543769
TEST_0720,0.6543769
TEST_0721,0.6543769
TEST_0722,0.6543769
TEST_0723,0.6543769
TEST_0724,0.6543769
TEST_0725,0.6543769
TEST_0726,0.6543769
TEST_0727,0.6543769
TEST_0728,0.65427953
TEST_0729,0.6543769
TEST_0730,0.6543769
TEST_0731,0.6543769
TEST_0732,0.6543769
TEST_0733,0.6543769
TEST_0734,0.6543769
TEST_0735,0.6543769
TEST_0736,0.6543769
TEST_0737,0.6543769
TEST_0738,0.6543769
TEST_0739,0.6543769
TEST_0740,0.654377
TEST_0741,0.6543769
TEST_0742,0.6543769
TEST_0743,0.6543769
TEST_0744,0.6543769
TEST_0745,0.6543769
TEST_0746,0.6543769
TEST_0747,0.6543769
TEST_0748,0.6543769
TEST_0749,0.6543769
TEST_0750,0.6543769
TEST_0751,0.6543769
TEST_0752,0.6543769
TEST_0753,0.6543769
TEST_0754,0.65338635
TEST_0755,0.6543769
TEST_0756,0.6543769
TEST_0757,0.6543769
TEST_0758,0.6543769
TEST_0759,0.6543769
TEST_0760,0.6543769
TEST_0761,0.6543769
TEST_0762,0.6543769
TEST_0763,0.6543769
TEST_0764,0.6543769
TEST_0765,0.6543769
TEST_0766,0.6543769
TEST_0767,0.6543769
TEST_0768,0.6543769
TEST_0769,0.6543769
TEST_0770,0.6543769
TEST_0771,0.6543769
TEST_0772,0.6543769
TEST_0773,0.6543769
TEST_0774,0.6543769
TEST_0775,0.6543769
TEST_0776,0.6543769
TEST_0777,0.6543769
TEST_0778,0.6543769
TEST_0779,0.6543769
TEST_0780,0.6543769
TEST_0781,0.6543769
TEST_0782,0.6543769
TEST_0783,0.6543769
TEST_0784,0.6543769
TEST_0785,0.6543769
TEST_0786,0.6543769
TEST_0787,0.6543769
TEST_0788,0.6536432
TEST_0789,0.6543769
TEST_0790,0.6543769
TEST_0791,0.6543769
TEST_0792,0.6543769
TEST_0793,0.6543769
TEST_0794,0.6543769
TEST_0795,0.6543769
TEST_0796,0.6543769
TEST_0797,0.6543769
TEST_0798,0.6543769
TEST_0799,0.6543769
TEST_0800,0.6543769
TEST_0801,0.6543769
TEST_0802,0.6543769
TEST_0803,0.6543769
TEST_0804,0.6543769
TEST_0805,0.6543769
TEST_0806,0.6543769
TEST_0807,0.6543769
TEST_0808,0.6543769
TEST_0809,0.6543769
TEST_0810,0.6537773
TEST_0811,0.6543769
TEST_0812,0.6543769
TEST_0813,0.6543769
TEST_0814,0.6543769
TEST_0815,0.6543769
TEST_0816,0.6543769
TEST_0817,0.6543769
TEST_0818,0.6543769
TEST_0819,0.6543769
TEST_0820,0.6543769
TEST_0821,0.6543769
TEST_0822,0.6543769
TEST_0823,0.6543769
TEST_0824,0.6543769
TEST_0825,0.6543769
TEST_0826,0.6543769
TEST_0827,0.6543769
TEST_0828,0.6543769
TEST_0829,0.6543769
TEST_0830,0.6543769
TEST_0831,0.6543769
TEST_0832,0.6543769
TEST_0833,0.6543769
TEST_0834,0.6543769
TEST_0835,0.6543769
TEST_0836,0.6543769
TEST_0837,0.6543769
TEST_0838,0.6543769
TEST_0839,0.6543769
TEST_0840,0.6543769
TEST_0841,0.6543769
TEST_0842,0.6543769
TEST_0843,0.6543769
TEST_0844,0.6543769
TEST_0845,0.6543769
TEST_0846,0.6543769
TEST_0847,0.6543769
TEST_0848,0.6543769
TEST_0849,0.6543769
TEST_0850,0.6543769
TEST_0851,0.6543769
TEST_0852,0.6543769
TEST_0853,0.6543769
TEST_0854,0.6543769
TEST_0855,0.6543769
TEST_0856,0.6543769
TEST_0857,0.6543769
TEST_0858,0.6543769
TEST_0859,0.6543769
TEST_0860,0.6543769
TEST_0861,0.6543769
TEST_0862,0.6543769
TEST_0863,0.6543769
TEST_0864,0.6543769
TEST_0865,0.6543769
TEST_0866,0.6543769
TEST_0867,0.6543769
TEST_0868,0.6543769
TEST_0869,0.6543769
TEST_0870,0.6543769
TEST_0871,0.6543769
TEST_0872,0.6543769
TEST_0873,0.6543769
TEST_0874,0.6543769
TEST_0875,0.6543769
TEST_0876,0.6543769
TEST_0877,0.6543769
TEST_0878,0.6543769
TEST_0879,0.6543769
TEST_0880,0.6543769
TEST_0881,0.6543769
TEST_0882,0.6543769
TEST_0883,0.6543769
TEST_0884,0.6543769
TEST_0885,0.6543769
TEST_0886,0.6543769
TEST_0887,0.6543769
TEST_0888,0.6543769
TEST_0889,0.6543769
TEST_0890,0.6543769
TEST_0891,0.6543769
TEST_0892,0.6543769
TEST_0893,0.6543769
TEST_0894,0.6543769
TEST_0895,0.6543769
TEST_0896,0.6543769
TEST_0897,0.6543769
TEST_0898,0.6543769
TEST_0899,0.6543769
TEST_0900,0.6543769
TEST_0901,0.6543769
TEST_0902,0.6543769
TEST_0903,0.6543769
TEST_0904,0.6543769
TEST_0905,0.6543769
TEST_0906,0.6543769
TEST_0907,0.6543769
TEST_0908,0.6543769
TEST_0909,0.6543769
TEST_0910,0.6543769
TEST_0911,0.6543769
TEST_0912,0.6543769
TEST_0913,0.6543769
TEST_0914,0.6543769
TEST_0915,0.6543769
TEST_0916,0.6543769
TEST_0917,0.6543769
TEST_0918,0.6543769
TEST_0919,0.6543769
TEST_0920,0.6543769
TEST_0921,0.6543769
TEST_0922,0.6543769
TEST_0923,0.6543769
TEST_0924,0.6543769
TEST_0925,0.6543769
TEST_0926,0.6543769
TEST_0927,0.65387905
TEST_0928,0.6543769
TEST_0929,0.6543769
TEST_0930,0.6543769
TEST_0931,0.6543769
TEST_0932,0.6543769
TEST_0933,0.6543769
TEST_0934,0.6543769
TEST_0935,0.6543769
TEST_0936,0.6543769
TEST_0937,0.6543769
TEST_0938,0.6543769
TEST_0939,0.6543769
TEST_0940,0.6543769
TEST_0941,0.6543769
TEST_0942,0.6543769
TEST_0943,0.6543769
TEST_0944,0.6543769
TEST_0945,0.6543769
TEST_0946,0.6543769
TEST_0947,0.6543769
TEST_0948,0.6543769
TEST_0949,0.6543769
TEST_0950,0.6543769
TEST_0951,0.6543769
TEST_0952,0.6543769
TEST_0953,0.6543769
TEST_0954,0.6543769
TEST_0955,0.6543769
TEST_0956,0.6543769
TEST_0957,0.6543769
TEST_0958,0.6543769
TEST_0959,0.6543769
TEST_0960,0.6543769
TEST_0961,0.6543769
TEST_0962,0.6543769
TEST_0963,0.6543769
TEST_0964,0.6543769
TEST_0965,0.6543769
TEST_0966,0.6543769
TEST_0967,0.6543769
TEST_0968,0.6543769
TEST_0969,0.6543769
TEST_0970,0.6543769
TEST_0971,0.6543769
TEST_0972,0.6543769
TEST_0973,0.6543769
TEST_0974,0.6543769
TEST_0975,0.6543769
TEST_0976,0.6543769
TEST_0977,0.6543769
TEST_0978,0.6543769
TEST_0979,0.6543769
TEST_0980,0.6543769
TEST_0981,0.6543769
TEST_0982,0.6543769
TEST_0983,0.6543769
TEST_0984,0.6543769
TEST_0985,0.6543769
TEST_0986,0.6543769
TEST_0987,0.6543769
TEST_0988,0.6543769
TEST_0989,0.6543769
TEST_0990,0.6543769
TEST_0991,0.6543769
TEST_0992,0.6543769
TEST_0993,0.6543769
TEST_0994,0.6543769
TEST_0995,0.6543769
TEST_0996,0.6543769
TEST_0997,0.6543769
TEST_0998,0.6543769
TEST_0999,0.6543769
TEST_1000,0.6543769
TEST_1001,0.6543769
TEST_1002,0.6543769
TEST_1003,0.6543769
TEST_1004,0.6543769
TEST_1005,0.6543769
TEST_1006,0.6543769
TEST_1007,0.6543769
TEST_1008,0.6543769
TEST_1009,0.6543769
TEST_1010,0.6543769
TEST_1011,0.6543769
TEST_1012,0.6543769
TEST_1013,0.6543769
TEST_1014,0.6543769
TEST_1015,0.6543769
TEST_1016,0.6543769
TEST_1017,0.6543769
TEST_1018,0.6543769
TEST_1019,0.6543769
TEST_1020,0.6543769
TEST_1021,0.65280557
TEST_1022,0.6543769
TEST_1023,0.6543769
TEST_1024,0.6543769
TEST_1025,0.6543769
TEST_1026,0.6543769
TEST_1027,0.6543769
TEST_1028,0.6543769
TEST_1029,0.6543769
TEST_1030,0.6543769
TEST_1031,0.6543769
TEST_1032,0.6543769
TEST_1033,0.6543769
TEST_1034,0.6536432
TEST_1035,0.6543769
TEST_1036,0.6543769
TEST_1037,0.6543769
TEST_1038,0.6543769
TEST_1039,0.6543769
TEST_1040,0.6543769
TEST_1041,0.6543769
TEST_1042,0.6543769
TEST_1043,0.6543769
TEST_1044,0.6543769
TEST_1045,0.6543769
TEST_1046,0.6543769
TEST_1047,0.6543769
TEST_1048,0.6543769
TEST_1049,0.6543769
TEST_1050,0.6543769
TEST_1051,0.6543769
TEST_1052,0.6543769
TEST_1053,0.6543769
TEST_1054,0.6543769
TEST_1055,0.6543769
TEST_1056,0.6543769
TEST_1057,0.6543769
TEST_1058,0.6543769
TEST_1059,0.6543769
TEST_1060,0.6543769
TEST_1061,0.6543769
TEST_1062,0.6543769
TEST_1063,0.6543769
TEST_1064,0.6543769
TEST_1065,0.6543769
TEST_1066,0.6543769
TEST_1067,0.6543769
TEST_1068,0.6543769
TEST_1069,0.6543769
TEST_1070,0.6543769
TEST_1071,0.6543769
TEST_1072,0.6543769
TEST_1073,0.6543769
TEST_1074,0.6543769
